,Dia,Hora, P(MW), Q(Mvar),Nome Elo
Elo_FOZ-IBIUNA,21,22-30,3588.0,1735.7400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,21,23-00,3588.0,1735.7400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,21,23-30,3588.0,1735.7400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,00-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,00-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,01-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,01-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,02-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,02-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,03-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,03-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,04-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,04-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,05-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,05-30,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,06-00,4098.0,2078.8500000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,06-30,4020.0,2025.09,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,07-00,3594.0,1739.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,07-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,08-00,3309.0,1556.73,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,08-30,3408.0,1619.52,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,09-00,3750.0,1842.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,09-30,3750.0,1842.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,10-00,3708.0,1814.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,10-30,3708.0,1814.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,11-00,3468.0,1657.98,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,11-30,3423.0,1629.12,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,12-00,3591.0,1737.69,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,12-30,3708.0,1814.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,13-00,3708.0,1814.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,13-30,3621.0,1757.31,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,14-00,3960.0,1984.02,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,14-30,4674.0,2490.21,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,15-00,4641.0,2465.9700000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,15-30,4602.0,2437.44,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,16-00,4524.0,2380.71,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,16-30,4998.0,2732.25,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,17-00,4998.0,2732.25,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,17-30,4602.0,2437.44,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,18-00,4995.0,2729.9700000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,18-30,4995.0,2729.9700000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,19-00,4875.0,2639.46,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,19-30,4089.0,2072.64,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,20-00,4269.0,2198.3999999999996,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,20-30,4383.0,2279.31,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,21-00,3870.0,1922.97,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,21-30,3315.0,1560.5099999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,22-00,3159.0,1463.1299999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,22-30,3735.0,1832.5500000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,23-00,3735.0,1832.5500000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,22,23-30,3735.0,1832.5500000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,00-00,5424.0,3061.86,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,00-30,3972.0,1992.21,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,01-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,01-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,02-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,02-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,03-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,03-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,04-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,04-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,05-00,3162.0,1464.96,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,05-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,06-00,4146.0,2112.18,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,06-30,3426.0,1631.04,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,07-00,4164.0,2124.75,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,07-30,5088.0,2800.83,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,08-00,5415.0,3054.7799999999997,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,08-30,5445.0,3078.4500000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,09-00,5445.0,3078.4500000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,09-30,5445.0,3078.4500000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,10-00,5421.0,3059.52,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,10-30,5442.0,3076.08,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,11-00,5361.0,3012.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,11-30,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,12-00,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,12-30,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,13-00,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,13-30,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,14-00,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,14-30,5436.0,3071.34,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,15-00,5394.0,3038.25,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,15-30,5394.0,3038.25,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,16-00,5391.0,3035.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,16-30,5391.0,3035.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,17-00,5391.0,3035.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,17-30,5391.0,3035.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,18-00,5043.0,2766.48,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,18-30,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,19-00,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,19-30,3141.0,1452.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,20-00,3417.0,1625.28,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,20-30,5040.0,2764.2,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,21-00,5040.0,2764.2,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,21-30,5040.0,2764.2,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,22-00,5388.0,3033.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,22-30,5388.0,3033.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,23-00,5388.0,3033.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,23,23-30,5388.0,3033.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,00-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,00-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,01-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,01-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,02-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,02-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,03-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,03-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,04-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,04-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,05-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,05-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,06-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,06-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,07-00,2214.0,1042.86,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,07-30,2050.0,941.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,08-00,1764.0,771.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,08-30,1630.0,695.82,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,09-00,1778.0,779.58,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,09-30,1782.0,781.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,10-00,2094.0,968.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,10-30,2266.0,1075.86,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,11-00,2264.0,1074.58,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,11-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,12-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,12-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,13-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,13-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,14-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,14-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,15-00,2324.0,1113.04,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,15-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,16-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,16-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,17-00,3513.0,1686.9900000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,17-30,5433.0,3068.9700000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,18-00,5085.0,2798.55,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,18-30,5085.0,2798.55,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,19-00,5085.0,2798.55,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,19-30,5085.0,2798.55,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,20-00,5082.0,2796.2400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,20-30,5082.0,2796.2400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,21-00,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,21-30,3432.0,1634.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,22-00,4326.0,2238.7200000000003,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,22-30,5430.0,3066.6000000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,23-00,5430.0,3066.6000000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,24,23-30,5430.0,3066.6000000000004,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,00-00,4197.0,2147.79,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,00-30,4197.0,2147.79,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,01-00,4200.0,2149.89,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,01-30,4200.0,2149.89,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,02-00,4194.0,2145.69,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,02-30,4200.0,2149.89,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,03-00,3798.0,1874.58,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,03-30,3606.0,1747.5,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,04-00,3351.0,1583.28,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,04-30,3345.0,1579.47,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,05-00,3378.0,1600.41,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,05-30,3465.0,1656.03,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,06-00,3501.0,1679.25,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,06-30,3540.0,1704.48,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,07-00,3474.0,1661.8200000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,07-30,3243.0,1515.3000000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,08-00,2800.0,1433.26,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,08-30,2654.0,1332.24,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,09-00,2748.0,1397.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,09-30,3489.0,1671.5099999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,10-00,3429.0,1632.96,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,10-30,3249.0,1519.0500000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,11-00,3141.0,1452.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,11-30,3504.0,1681.17,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,12-00,3810.0,1882.59,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,12-30,3810.0,1882.59,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,13-00,3810.0,1882.59,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,13-30,4281.0,2206.86,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,14-00,4470.0,2341.71,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,14-30,4626.0,2454.9900000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,15-00,4575.0,2417.7599999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,15-30,5007.0,2739.09,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,16-00,5007.0,2739.09,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,16-30,5007.0,2739.09,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,17-00,4731.0,2532.2400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,17-30,5007.0,2739.09,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,18-00,5004.0,2736.81,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,18-30,5004.0,2736.81,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,19-00,5004.0,2736.81,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,19-30,5004.0,2736.81,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,20-00,5043.0,2766.48,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,20-30,4686.0,2499.0299999999997,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,21-00,3816.0,1886.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,21-30,3816.0,1886.6399999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,22-00,4122.0,2095.5,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,22-30,4551.0,2400.3,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,23-00,4431.0,2313.66,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,25,23-30,4902.0,2659.7400000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,00-00,4197.0,2147.79,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,00-30,2132.0,991.52,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,01-00,1880.0,839.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,01-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,02-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,02-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,03-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,03-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,04-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,04-30,1364.0,691.57,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,05-00,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,05-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,06-00,1880.0,839.0,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,06-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,07-00,1780.0,780.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,07-30,1090.0,510.74,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,08-00,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,08-30,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,09-00,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,09-30,742.0,308.06,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,10-00,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,10-30,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,11-00,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,11-30,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,12-00,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,12-30,701.0,286.33,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,13-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,13-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,14-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,14-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,15-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,15-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,16-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,16-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,17-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,17-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,18-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,18-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,19-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,19-30,4668.0,2485.77,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,20-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,20-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,21-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,21-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,22-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,22-30,4518.0,2376.36,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,23-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,26,23-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,00-00,4656.0,2476.98,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,00-30,3519.0,1690.8899999999999,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,01-00,2996.0,1572.68,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,01-30,2930.0,1525.24,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,02-00,2204.0,1036.56,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,02-30,3990.0,2004.5099999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,03-00,3990.0,2004.5099999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,03-30,1678.0,722.66,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,04-00,1772.0,776.14,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,04-30,1908.0,855.54,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,05-00,2458.0,1200.5,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,05-30,2332.0,1118.2,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,06-00,3990.0,2004.5099999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,06-30,1804.0,794.6,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,07-00,2314.0,1106.6,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,07-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,08-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,08-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,09-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,09-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,10-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,10-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,11-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,11-30,2810.0,1440.28,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,12-00,3084.0,1417.02,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,12-30,3657.0,1780.9499999999998,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,13-00,3597.0,1741.62,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,13-30,3330.0,1569.9900000000002,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,14-00,3780.0,1862.52,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,14-30,4068.0,2058.12,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,15-00,4257.0,2189.94,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,15-30,4383.0,2279.31,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,16-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,16-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,17-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,17-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,18-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,18-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,19-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,19-30,4614.0,2446.2,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,20-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,20-30,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,21-00,4698.0,2507.88,Elo_FOZ-IBIUNA
Elo_FOZ-IBIUNA,27,21-30,4698.0,2507.88,Elo_FOZ-IBIUNA
