,Dia,Hora, P(MW), Q(Mvar),Nome Elo
Elo_CPVBTB-PVEL,05,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,11-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,15-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,15-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,16-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,16-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,17-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,17-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,18-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,18-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,19-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,19-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,20-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,20-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,21-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,21-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,22-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,22-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,23-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,05,23-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,00-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,00-30,740.0,322.12,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,01-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,01-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,02-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,11-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,15-00,752.0,328.06,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,15-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,16-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,16-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,17-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,17-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,18-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,18-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,19-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,19-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,20-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,20-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,21-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,21-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,22-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,22-30,762.0,333.04,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,23-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,06,23-30,764.0,334.04,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,00-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,00-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,01-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,01-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,02-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,11-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,15-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,15-30,740.0,322.12,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,16-00,742.0,323.1,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,16-30,742.0,323.1,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,17-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,17-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,18-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,18-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,19-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,19-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,20-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,20-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,21-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,21-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,22-00,734.0,319.14,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,22-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,23-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,07,23-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,00-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,00-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,01-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,01-30,796.0,350.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,02-00,790.0,347.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,09-30,796.0,350.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,10-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,10-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,11-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,12-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,12-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,13-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,13-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,14-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,14-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,15-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,15-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,16-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,16-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,17-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,17-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,18-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,18-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,19-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,19-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,20-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,20-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,21-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,21-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,22-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,22-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,23-00,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,08,23-30,800.0,352.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,00-00,734.0,319.14,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,00-30,730.0,317.16,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,01-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,01-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,02-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,11-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,15-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,15-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,16-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,16-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,17-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,17-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,18-00,728.0,316.18,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,18-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,19-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,19-30,746.0,325.1,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,20-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,20-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,21-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,21-30,754.0,329.06,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,22-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,22-30,736.0,320.14,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,23-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,09,23-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,00-00,702.0,303.36,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,00-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,01-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,01-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,02-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,11-00,368.0,160.07,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,15-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,15-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,16-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,16-30,408.0,164.0,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,17-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,17-30,406.0,163.1,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,18-00,662.0,283.78,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,18-30,660.0,282.8,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,19-00,672.0,288.66,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,19-30,690.0,297.48,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,20-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,20-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,21-00,702.0,303.36,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,21-30,702.0,303.36,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,22-00,666.0,285.74,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,22-30,668.0,286.7,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,23-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,10,23-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,00-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,00-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,01-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,01-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,02-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,02-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,03-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,03-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,04-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,04-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,05-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,05-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,06-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,06-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,07-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,07-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,08-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,08-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,09-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,09-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,10-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,10-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,11-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,11-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,12-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,12-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,13-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,13-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,14-00,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,14-30,40.0,13.85,Elo_CPVBTB-PVEL
Elo_CPVBTB-PVEL,11,15-00,40.0,13.85,Elo_CPVBTB-PVEL
