,Dia,Hora,MW:From-To,Mvar:From-To
Fluxo_NE-SE,06,02-30,2501.1,-1492.2
Fluxo_NE-SE,06,03-00,2463.4,-1480.6
Fluxo_NE-SE,06,03-30,2537.0,-1504.2
Fluxo_NE-SE,06,04-00,2526.3,-1502.8
Fluxo_NE-SE,06,04-30,2529.8,-1492.5
Fluxo_NE-SE,06,05-00,2531.8,-1517.8
Fluxo_NE-SE,06,05-30,2743.1,-1267.5
Fluxo_NE-SE,06,06-00,3259.8,-1260.3
Fluxo_NE-SE,06,06-30,3768.3,-1235.5
Fluxo_NE-SE,06,07-00,4638.3,-1124.9
Fluxo_NE-SE,06,07-30,5165.6,-1073.5
Fluxo_NE-SE,06,08-00,5144.1,-1077.9
Fluxo_NE-SE,06,08-30,5090.8,-1058.3
Fluxo_NE-SE,06,09-00,4960.400000000001,-1175.0
Fluxo_NE-SE,06,09-30,5085.900000000001,-1155.2
Fluxo_NE-SE,06,10-00,5320.5,-1096.1
Fluxo_NE-SE,06,10-30,5346.4,-1089.4
Fluxo_NE-SE,06,11-00,5323.1,-1122.6000000000001
Fluxo_NE-SE,06,11-30,4969.1,-1146.7
Fluxo_NE-SE,06,12-00,4692.5,-1070.4
Fluxo_NE-SE,06,12-30,4636.8,-1055.2
Fluxo_NE-SE,06,13-00,5021.900000000001,-1171.0
Fluxo_NE-SE,06,13-30,5104.1,-1140.6
Fluxo_NE-SE,06,14-00,4916.8,-1187.8
Fluxo_NE-SE,06,14-30,4988.3,-1145.0
Fluxo_NE-SE,06,15-00,4939.2,-1148.5
Fluxo_NE-SE,06,15-30,4935.2,-1148.6
Fluxo_NE-SE,06,16-00,4727.3,-1071.5
Fluxo_NE-SE,06,16-30,4498.7,-1131.0
Fluxo_NE-SE,06,17-00,4115.2,-1168.3
Fluxo_NE-SE,06,17-30,3926.7,-1289.8
Fluxo_NE-SE,06,18-00,4556.7,-1257.6
Fluxo_NE-SE,06,18-30,5291.3,-1060.4
Fluxo_NE-SE,06,19-00,5346.4,-1023.3
Fluxo_NE-SE,06,19-30,5317.6,-1052.8
Fluxo_NE-SE,06,20-00,5142.4,-1229.5
Fluxo_NE-SE,06,20-30,4631.1,-1410.7
Fluxo_NE-SE,06,21-00,5033.0,-1096.0
Fluxo_NE-SE,06,21-30,4744.4,-1185.1
Fluxo_NE-SE,06,22-00,4329.9,-1289.7
Fluxo_NE-SE,06,22-30,3777.6,-1373.8
Fluxo_NE-SE,06,23-00,3430.0,-1447.8999999999999
Fluxo_NE-SE,06,23-30,3280.9,-1470.4
Fluxo_NE-SE,07,00-00,2919.2,-1452.7
Fluxo_NE-SE,07,00-30,2705.9,-1513.9
Fluxo_NE-SE,07,01-00,2242.1,-1533.1
Fluxo_NE-SE,07,01-30,2056.6,-1496.3
Fluxo_NE-SE,07,02-00,1617.3,-1563.2
Fluxo_NE-SE,07,02-30,1620.3,-1490.2
Fluxo_NE-SE,07,03-00,1252.6,-1492.8000000000002
Fluxo_NE-SE,07,03-30,1189.2,-1532.0
Fluxo_NE-SE,07,04-00,1126.0,-1538.2
Fluxo_NE-SE,07,04-30,1093.2,-1537.1
Fluxo_NE-SE,07,05-00,1409.3,-1488.5
Fluxo_NE-SE,07,05-30,1712.2,-1337.7
Fluxo_NE-SE,07,06-00,2075.8,-1309.9
Fluxo_NE-SE,07,06-30,2483.6,-1241.6
Fluxo_NE-SE,07,07-00,2855.3,-1215.6
Fluxo_NE-SE,07,07-30,3031.3,-1217.1
Fluxo_NE-SE,07,08-00,2928.0,-1328.0
Fluxo_NE-SE,07,08-30,2824.2000000000003,-1326.8
Fluxo_NE-SE,07,09-00,2843.8,-1340.9
Fluxo_NE-SE,07,09-30,2401.3,-1474.3
Fluxo_NE-SE,07,10-00,2582.8,-1491.2
Fluxo_NE-SE,07,10-30,2479.2,-1270.5
Fluxo_NE-SE,07,11-00,2433.2,-1276.9
Fluxo_NE-SE,07,11-30,2485.7,-1288.1
Fluxo_NE-SE,07,12-00,2685.0,-1273.1
Fluxo_NE-SE,07,12-30,2771.9,-1275.3
Fluxo_NE-SE,07,13-00,2820.2,-1274.1
Fluxo_NE-SE,07,13-30,2707.3999999999996,-1321.2
Fluxo_NE-SE,07,14-00,2762.9,-1290.7
Fluxo_NE-SE,07,14-30,2764.8,-1324.3
Fluxo_NE-SE,07,15-00,2987.0,-1300.3
Fluxo_NE-SE,07,15-30,2941.5,-1354.5
Fluxo_NE-SE,07,16-00,2812.9,-1349.3
Fluxo_NE-SE,07,16-30,2656.2,-1311.7
Fluxo_NE-SE,07,17-00,2540.4,-1394.7
Fluxo_NE-SE,07,17-30,2238.4,-1371.0
Fluxo_NE-SE,07,18-00,3023.3999999999996,-1295.5
Fluxo_NE-SE,07,18-30,3115.8999999999996,-1439.2
Fluxo_NE-SE,07,19-00,3129.2,-1476.0
Fluxo_NE-SE,07,19-30,3188.6,-1458.0
Fluxo_NE-SE,07,20-00,2507.1,-1504.0
Fluxo_NE-SE,07,20-30,2339.8,-1506.5
Fluxo_NE-SE,07,21-00,3148.8,-1444.3
Fluxo_NE-SE,07,21-30,2802.3,-1513.4
Fluxo_NE-SE,07,22-00,2373.8,-1640.6
Fluxo_NE-SE,07,22-30,1773.0,-1559.7
Fluxo_NE-SE,07,23-00,1344.5,-1559.2
Fluxo_NE-SE,07,23-30,1072.4,-1502.6
Fluxo_NE-SE,08,00-00,1759.6,-1543.0
Fluxo_NE-SE,08,00-30,1898.4,-1450.1
Fluxo_NE-SE,08,01-00,1922.1,-1459.1
Fluxo_NE-SE,08,01-30,1818.3,-1459.3
Fluxo_NE-SE,08,02-00,1673.5,-1500.1
Fluxo_NE-SE,08,02-30,1325.8,-1522.1
Fluxo_NE-SE,08,03-00,1325.9,-1557.5
Fluxo_NE-SE,08,03-30,1258.2,-1575.8999999999999
Fluxo_NE-SE,08,04-00,1309.0,-1498.4
Fluxo_NE-SE,08,04-30,1285.3,-1493.5
Fluxo_NE-SE,08,05-00,1409.9,-1535.6
Fluxo_NE-SE,08,05-30,1371.4,-1330.2
Fluxo_NE-SE,08,06-00,1790.1,-1249.9
Fluxo_NE-SE,08,06-30,2510.5,-1229.3
Fluxo_NE-SE,08,07-00,3121.8,-1314.8999999999999
Fluxo_NE-SE,08,07-30,3471.7999999999997,-1233.4
Fluxo_NE-SE,08,08-00,3370.0,-1332.8
Fluxo_NE-SE,08,08-30,3497.4,-1263.9
Fluxo_NE-SE,08,09-00,3480.7,-1271.7
Fluxo_NE-SE,08,09-30,3477.9,-1259.2
Fluxo_NE-SE,08,10-00,3660.1,-1231.9
Fluxo_NE-SE,08,10-30,3510.6,-1254.9
Fluxo_NE-SE,08,11-00,3488.3,-1280.8
Fluxo_NE-SE,08,11-30,3503.7000000000003,-1277.1
Fluxo_NE-SE,08,12-00,3584.4,-1227.3
Fluxo_NE-SE,08,12-30,3531.4,-1215.2
Fluxo_NE-SE,08,13-00,3759.8,-1165.5
Fluxo_NE-SE,08,13-30,3592.1000000000004,-1280.5
Fluxo_NE-SE,08,14-00,3612.8999999999996,-1272.6
Fluxo_NE-SE,08,14-30,3657.4,-1260.3
Fluxo_NE-SE,08,15-00,3675.0,-1272.4
Fluxo_NE-SE,08,15-30,3624.3,-1292.6
Fluxo_NE-SE,08,16-00,3884.3,-1241.0
Fluxo_NE-SE,08,16-30,3584.8,-1308.3
Fluxo_NE-SE,08,17-00,3416.4,-1300.3
Fluxo_NE-SE,08,17-30,3334.2,-1359.4
Fluxo_NE-SE,08,18-00,4174.6,-1365.6
Fluxo_NE-SE,08,18-30,4321.7,-1393.1999999999998
Fluxo_NE-SE,08,19-00,4612.3,-1257.0
Fluxo_NE-SE,08,19-30,4723.9,-1402.5
Fluxo_NE-SE,08,20-00,4525.0,-1249.4
Fluxo_NE-SE,08,20-30,4184.2,-1377.1000000000001
Fluxo_NE-SE,08,21-00,4750.599999999999,-1251.3
Fluxo_NE-SE,08,21-30,4520.3,-1422.0
Fluxo_NE-SE,08,22-00,4539.2,-1386.8
Fluxo_NE-SE,08,22-30,4587.1,-1336.6
Fluxo_NE-SE,08,23-00,4611.0,-1426.7
Fluxo_NE-SE,08,23-30,4615.4,-1348.2
Fluxo_NE-SE,09,00-00,4787.3,-1269.9
Fluxo_NE-SE,09,00-30,5012.1,-1183.4
Fluxo_NE-SE,09,01-00,4996.6,-1228.0
Fluxo_NE-SE,09,01-30,4786.7,-1212.8
Fluxo_NE-SE,09,02-00,4951.2,-1202.9
Fluxo_NE-SE,09,02-30,4929.9,-1212.1
Fluxo_NE-SE,09,03-00,3390.4,-1410.5
Fluxo_NE-SE,09,03-30,3477.0,-1389.8
Fluxo_NE-SE,09,04-00,3454.0,-1368.1
Fluxo_NE-SE,09,04-30,3663.8,-1362.4
Fluxo_NE-SE,09,05-00,3817.3,-1408.7
Fluxo_NE-SE,09,05-30,3942.0,-1145.6
Fluxo_NE-SE,09,06-00,3123.2,-1286.0
Fluxo_NE-SE,09,06-30,3933.9,-1188.0
Fluxo_NE-SE,09,07-00,4536.8,-1077.8
Fluxo_NE-SE,09,07-30,4975.5,-1044.1000000000001
Fluxo_NE-SE,09,08-00,5277.2,-996.5999999999999
Fluxo_NE-SE,09,08-30,5349.0,-1057.2
Fluxo_NE-SE,09,09-00,5210.8,-1052.8
Fluxo_NE-SE,09,09-30,5080.2,-1073.7
Fluxo_NE-SE,09,10-00,4797.3,-1090.5
Fluxo_NE-SE,09,10-30,4004.9,-1271.4
Fluxo_NE-SE,09,11-00,4269.8,-1103.2
Fluxo_NE-SE,09,11-30,4078.0,-1122.1
Fluxo_NE-SE,09,12-00,4099.1,-1090.5
Fluxo_NE-SE,09,12-30,4061.8,-1117.3
Fluxo_NE-SE,09,13-00,4017.0,-1177.1
Fluxo_NE-SE,09,13-30,3965.1,-1112.6
Fluxo_NE-SE,09,14-00,3903.8,-1150.7
Fluxo_NE-SE,09,14-30,3949.5,-1145.3
Fluxo_NE-SE,09,15-00,4567.1,-1093.2
Fluxo_NE-SE,09,15-30,4975.4,-1115.3
Fluxo_NE-SE,09,16-00,4670.5,-1137.8
Fluxo_NE-SE,09,16-30,4357.3,-1171.7
Fluxo_NE-SE,09,17-00,3884.3,-1164.8
Fluxo_NE-SE,09,17-30,3207.3,-1304.7
Fluxo_NE-SE,09,18-00,3847.6,-1163.1
Fluxo_NE-SE,09,18-30,4684.0,-1236.4
Fluxo_NE-SE,09,19-00,4293.7,-1332.2
Fluxo_NE-SE,09,19-30,4117.8,-1430.5
Fluxo_NE-SE,09,20-00,3864.0,-1473.4
Fluxo_NE-SE,09,20-30,3782.5,-1469.6
Fluxo_NE-SE,09,21-00,4423.1,-1341.1
Fluxo_NE-SE,09,21-30,3631.4,-1536.0
Fluxo_NE-SE,09,22-00,3144.6,-1502.7
Fluxo_NE-SE,09,22-30,2551.1,-1636.1
Fluxo_NE-SE,09,23-00,1562.8999999999999,-1617.4
Fluxo_NE-SE,09,23-30,1544.8,-1622.7
Fluxo_NE-SE,10,00-00,4367.7,-1333.1
Fluxo_NE-SE,10,00-30,4695.3,-1374.4
Fluxo_NE-SE,10,01-00,4428.8,-1365.6999999999998
Fluxo_NE-SE,10,01-30,4111.0,-1417.6000000000001
Fluxo_NE-SE,10,02-00,3968.4,-1395.6999999999998
Fluxo_NE-SE,10,02-30,3586.7000000000003,-1422.5
Fluxo_NE-SE,10,03-00,3353.0,-1481.9
Fluxo_NE-SE,10,03-30,3518.8999999999996,-1534.8000000000002
Fluxo_NE-SE,10,04-00,3640.7999999999997,-1303.0
Fluxo_NE-SE,10,04-30,3417.1,-1479.0
Fluxo_NE-SE,10,05-00,3013.8,-1565.9
Fluxo_NE-SE,10,05-30,2984.7,-1275.6
Fluxo_NE-SE,10,06-00,3910.8,-1139.2
Fluxo_NE-SE,10,06-30,4109.2,-1143.2
Fluxo_NE-SE,10,07-00,4357.2,-1116.4
Fluxo_NE-SE,10,07-30,5055.2,-965.5999999999999
Fluxo_NE-SE,10,08-00,5557.3,-969.3
Fluxo_NE-SE,10,08-30,5746.9,-902.6
Fluxo_NE-SE,10,09-00,5650.2,-928.3000000000001
Fluxo_NE-SE,10,09-30,5405.4,-879.6
Fluxo_NE-SE,10,10-00,5668.0,-928.4
Fluxo_NE-SE,10,10-30,5663.099999999999,-957.6999999999999
Fluxo_NE-SE,10,11-00,5556.5,-980.7
Fluxo_NE-SE,10,11-30,5305.4,-996.0
Fluxo_NE-SE,10,12-00,5074.0,-1094.6
Fluxo_NE-SE,10,12-30,5190.1,-1338.8
Fluxo_NE-SE,10,13-00,5226.4,-1226.7
Fluxo_NE-SE,10,13-30,4974.1,-1322.6
Fluxo_NE-SE,10,14-00,4927.2,-1163.8
Fluxo_NE-SE,10,14-30,4670.9,-1283.2
Fluxo_NE-SE,10,15-00,4689.5,-1341.6
Fluxo_NE-SE,10,15-30,5484.0,-1117.8
Fluxo_NE-SE,10,16-00,5076.9,-1293.0
Fluxo_NE-SE,10,16-30,5405.8,-1180.1000000000001
Fluxo_NE-SE,10,17-00,5762.3,-1119.5
Fluxo_NE-SE,10,17-30,5779.9,-1177.9
Fluxo_NE-SE,10,18-00,4725.4,-1365.2
Fluxo_NE-SE,10,18-30,5493.7,-1230.2
Fluxo_NE-SE,10,19-00,5190.9,-1266.1
Fluxo_NE-SE,10,19-30,5338.0,-1209.8
Fluxo_NE-SE,10,20-00,4849.8,-1361.1
Fluxo_NE-SE,10,20-30,4949.4,-1396.7
Fluxo_NE-SE,10,21-00,4015.2999999999997,-1548.6999999999998
Fluxo_NE-SE,10,21-30,3866.0,-1596.3
Fluxo_NE-SE,10,22-00,3709.0,-1479.1000000000001
Fluxo_NE-SE,10,22-30,3630.2,-1492.0
Fluxo_NE-SE,10,23-00,3316.3,-1492.1
Fluxo_NE-SE,10,23-30,3296.0,-1493.6
Fluxo_NE-SE,11,00-00,1548.8999999999999,-1684.3
Fluxo_NE-SE,11,00-30,2635.6,-1475.8
Fluxo_NE-SE,11,01-00,2338.6,-1671.5
Fluxo_NE-SE,11,01-30,2573.0,-1682.0
Fluxo_NE-SE,11,02-00,2739.7,-1660.4
Fluxo_NE-SE,11,02-30,2713.6,-1608.9
Fluxo_NE-SE,11,03-00,2653.7,-1632.6999999999998
Fluxo_NE-SE,11,03-30,2830.8,-1526.5
Fluxo_NE-SE,11,04-00,3163.3,-1511.1
Fluxo_NE-SE,11,04-30,3050.6,-1636.0
Fluxo_NE-SE,11,05-00,3313.5,-1506.1000000000001
Fluxo_NE-SE,11,05-30,3542.7,-1239.7
Fluxo_NE-SE,11,06-00,3600.6,-1271.6
Fluxo_NE-SE,11,06-30,3967.4,-1285.3
Fluxo_NE-SE,11,07-00,4566.099999999999,-1168.8999999999999
Fluxo_NE-SE,11,07-30,4375.9,-1348.9
Fluxo_NE-SE,11,08-00,3803.7000000000003,-1317.1
Fluxo_NE-SE,11,08-30,3392.0,-1374.0
Fluxo_NE-SE,11,09-00,2931.4,-1421.4
Fluxo_NE-SE,11,09-30,3221.1,-1301.6
Fluxo_NE-SE,11,10-00,3434.7,-1373.0
Fluxo_NE-SE,11,10-30,2909.8,-1522.2
Fluxo_NE-SE,11,11-00,3437.2000000000003,-1329.6
Fluxo_NE-SE,11,11-30,3460.3,-1389.1
Fluxo_NE-SE,11,12-00,3008.4,-1368.1000000000001
Fluxo_NE-SE,11,12-30,3040.2000000000003,-1310.3
Fluxo_NE-SE,11,13-00,3020.6,-1460.6000000000001
Fluxo_NE-SE,11,13-30,3179.1,-1320.9
Fluxo_NE-SE,11,14-00,3284.9,-1352.9
Fluxo_NE-SE,11,14-30,3602.2999999999997,-1375.7
Fluxo_NE-SE,11,15-00,3702.9,-1306.9
Fluxo_NE-SE,11,15-30,3860.5,-1245.2
Fluxo_NE-SE,11,16-00,3695.2000000000003,-1218.5
Fluxo_NE-SE,11,16-30,3499.2999999999997,-887.1
Fluxo_NE-SE,11,17-00,3426.4,-1006.5
Fluxo_NE-SE,11,17-30,3462.3,-1182.8
Fluxo_NE-SE,11,18-00,3581.6,-1332.7
Fluxo_NE-SE,11,18-30,4016.8999999999996,-1307.8
Fluxo_NE-SE,11,19-00,3851.2,-1299.2
Fluxo_NE-SE,11,19-30,4258.2,-1314.4
Fluxo_NE-SE,11,20-00,4597.700000000001,-1365.1
Fluxo_NE-SE,11,20-30,4073.3999999999996,-1535.9
Fluxo_NE-SE,11,21-00,4308.2,-1593.8
Fluxo_NE-SE,11,21-30,4018.9,-1480.3
Fluxo_NE-SE,11,22-00,3874.0,-1574.1
Fluxo_NE-SE,11,22-30,3971.7,-1556.6
Fluxo_NE-SE,11,23-00,3107.1,-1553.3
Fluxo_NE-SE,11,23-30,3112.5,-1665.5
Fluxo_NE-SE,12,00-00,3950.7,-1336.9
Fluxo_NE-SE,12,00-30,3773.6,-1336.8
Fluxo_NE-SE,12,01-00,3542.0,-1413.7
Fluxo_NE-SE,12,01-30,3429.2,-1393.3
Fluxo_NE-SE,12,02-00,3393.0,-1424.9
Fluxo_NE-SE,12,02-30,3400.3,-1417.1000000000001
Fluxo_NE-SE,12,03-00,3245.7,-1474.9
Fluxo_NE-SE,12,03-30,2844.8,-1669.9
Fluxo_NE-SE,12,04-00,2698.4,-1677.8
Fluxo_NE-SE,12,04-30,2584.7,-1690.0
Fluxo_NE-SE,12,05-00,2402.6,-1537.8
Fluxo_NE-SE,12,05-30,2556.1,-1331.8
Fluxo_NE-SE,12,06-00,2710.5,-1406.6
Fluxo_NE-SE,12,06-30,2926.4,-1353.1
Fluxo_NE-SE,12,07-00,3448.1,-1231.9
Fluxo_NE-SE,12,07-30,3978.1,-1253.0
Fluxo_NE-SE,12,08-00,4440.8,-1242.2
Fluxo_NE-SE,12,08-30,4866.8,-1272.5
Fluxo_NE-SE,12,09-00,4484.6,-1338.1000000000001
Fluxo_NE-SE,12,09-30,3872.3,-1296.3
Fluxo_NE-SE,12,10-00,4264.7,-1348.6
Fluxo_NE-SE,12,10-30,4170.3,-1382.1
Fluxo_NE-SE,12,11-00,4289.5,-1221.0
Fluxo_NE-SE,12,11-30,4340.6,-1295.9
Fluxo_NE-SE,12,12-00,4122.1,-1330.8
Fluxo_NE-SE,12,12-30,4028.3,-1217.6
Fluxo_NE-SE,12,13-00,3879.7,-1223.5
Fluxo_NE-SE,12,13-30,3730.0,-1218.3000000000002
Fluxo_NE-SE,12,14-00,3628.7,-1238.8
Fluxo_NE-SE,12,14-30,3577.1,-1233.3
Fluxo_NE-SE,12,15-00,3823.0,-1225.7
Fluxo_NE-SE,12,15-30,3822.5,-1240.3999999999999
Fluxo_NE-SE,12,16-00,3686.8,-1260.0
Fluxo_NE-SE,12,16-30,3625.0,-1210.0
Fluxo_NE-SE,12,17-00,3356.3,-1245.7
Fluxo_NE-SE,12,17-30,2956.5,-1220.0
Fluxo_NE-SE,12,18-00,2951.9,-1261.8
Fluxo_NE-SE,12,18-30,3095.4,-1329.7
Fluxo_NE-SE,12,19-00,2921.9,-1380.4
Fluxo_NE-SE,12,19-30,2796.6,-1390.5
Fluxo_NE-SE,12,20-00,3273.2000000000003,-1332.4
Fluxo_NE-SE,12,20-30,3257.1,-1392.8
Fluxo_NE-SE,12,21-00,2183.5,-1446.5
Fluxo_NE-SE,12,21-30,2270.7,-1455.2
Fluxo_NE-SE,12,22-00,2079.3,-1491.9
Fluxo_NE-SE,12,22-30,2079.3,-1488.0
Fluxo_NE-SE,12,23-00,1979.1999999999998,-1494.7
Fluxo_NE-SE,12,23-30,1765.2,-1474.3
Fluxo_NE-SE,13,00-00,2560.5,-1586.2
Fluxo_NE-SE,13,00-30,2768.2,-1631.5
Fluxo_NE-SE,13,01-00,2434.1,-1638.8
Fluxo_NE-SE,13,01-30,2681.1,-1679.7
Fluxo_NE-SE,13,02-00,2830.8,-1687.7
Fluxo_NE-SE,13,02-30,2852.1,-1677.8
Fluxo_NE-SE,13,03-00,2840.5,-1609.0
Fluxo_NE-SE,13,03-30,2965.1,-1692.6
Fluxo_NE-SE,13,04-00,2943.2999999999997,-1676.4
Fluxo_NE-SE,13,04-30,3078.6,-1668.8999999999999
Fluxo_NE-SE,13,05-00,3106.2,-1615.5
Fluxo_NE-SE,13,05-30,3304.2000000000003,-1370.3
Fluxo_NE-SE,13,06-00,3964.2,-1273.6000000000001
Fluxo_NE-SE,13,06-30,4221.0,-1287.1
Fluxo_NE-SE,13,07-00,4355.7,-1286.1000000000001
Fluxo_NE-SE,13,07-30,4593.0,-1272.8999999999999
Fluxo_NE-SE,13,08-00,4337.1,-1319.4
Fluxo_NE-SE,13,08-30,4147.1,-1227.5
Fluxo_NE-SE,13,09-00,4025.1,-1189.3000000000002
Fluxo_NE-SE,13,09-30,3423.2,-1389.8
Fluxo_NE-SE,13,10-00,3696.8,-1315.4
Fluxo_NE-SE,13,10-30,3711.8,-1391.8
Fluxo_NE-SE,13,11-00,3575.7,-1216.9
Fluxo_NE-SE,13,11-30,3950.6,-1078.7
Fluxo_NE-SE,13,12-00,4209.5,-1071.8
Fluxo_NE-SE,13,12-30,4242.6,-1086.7
Fluxo_NE-SE,13,13-00,4360.7,-1067.8999999999999
Fluxo_NE-SE,13,13-30,4612.3,-983.3
Fluxo_NE-SE,13,14-00,4222.0,-1069.8
Fluxo_NE-SE,13,14-30,4042.3,-1066.5
Fluxo_NE-SE,13,15-00,4093.1,-1062.3
Fluxo_NE-SE,13,15-30,4136.8,-1041.4
Fluxo_NE-SE,13,16-00,3921.9,-1055.7
Fluxo_NE-SE,13,16-30,3450.3,-1090.8
Fluxo_NE-SE,13,17-00,3769.1,-1122.9
Fluxo_NE-SE,13,17-30,3205.3,-1187.3
Fluxo_NE-SE,13,18-00,3742.1,-1100.8
Fluxo_NE-SE,13,18-30,4008.8,-1212.5
Fluxo_NE-SE,13,19-00,4153.8,-1222.8
Fluxo_NE-SE,13,19-30,3992.4,-1285.1
Fluxo_NE-SE,13,20-00,3751.9,-1290.6
Fluxo_NE-SE,13,20-30,3398.2,-1362.3
Fluxo_NE-SE,13,21-00,4031.9,-1209.6999999999998
Fluxo_NE-SE,13,21-30,3868.2999999999997,-1265.7
Fluxo_NE-SE,13,22-00,3389.0,-1495.5
Fluxo_NE-SE,13,22-30,2959.3,-1552.8
Fluxo_NE-SE,13,23-00,2844.6,-1491.5
Fluxo_NE-SE,13,23-30,3716.9,-1291.6
Fluxo_NE-SE,14,00-00,3358.4,-1473.5
Fluxo_NE-SE,14,00-30,3659.7,-1498.8999999999999
Fluxo_NE-SE,14,01-00,3770.3,-1624.5
Fluxo_NE-SE,14,01-30,3648.6,-1610.9
Fluxo_NE-SE,14,02-00,3468.2,-1625.6
Fluxo_NE-SE,14,02-30,3710.3,-1563.3
Fluxo_NE-SE,14,03-00,3855.6,-1545.4
Fluxo_NE-SE,14,03-30,4009.2000000000003,-1458.0
Fluxo_NE-SE,14,04-00,3850.4,-1585.0
Fluxo_NE-SE,14,04-30,3682.9,-1475.0
Fluxo_NE-SE,14,05-00,3804.1,-1558.5
Fluxo_NE-SE,14,05-30,3876.3,-1418.4
Fluxo_NE-SE,14,06-00,4089.3,-1242.7
Fluxo_NE-SE,14,06-30,4473.3,-1407.4
Fluxo_NE-SE,14,07-00,5549.9,-1187.4
Fluxo_NE-SE,14,07-30,5860.9,-1131.4
Fluxo_NE-SE,14,08-00,5926.900000000001,-1098.1999999999998
Fluxo_NE-SE,14,08-30,5879.7,-1123.8
Fluxo_NE-SE,14,09-00,5843.1,-1212.1000000000001
Fluxo_NE-SE,14,09-30,5485.4,-1102.8
Fluxo_NE-SE,14,10-00,5453.9,-1056.8
Fluxo_NE-SE,14,10-30,5560.4,-1033.0
Fluxo_NE-SE,14,11-00,5382.1,-884.3000000000001
Fluxo_NE-SE,14,11-30,5515.4,-841.1
Fluxo_NE-SE,14,12-00,5661.7,-826.8
Fluxo_NE-SE,14,12-30,5658.9,-840.3
Fluxo_NE-SE,14,13-00,5537.0,-906.8
Fluxo_NE-SE,14,13-30,5174.2,-805.6
Fluxo_NE-SE,14,14-00,5404.9,-807.0
Fluxo_NE-SE,14,14-30,5140.7,-932.0
Fluxo_NE-SE,14,15-00,4866.3,-981.9
Fluxo_NE-SE,14,15-30,5025.0,-887.8
Fluxo_NE-SE,14,16-00,5174.5,-859.7
Fluxo_NE-SE,14,16-30,3910.0,-973.0
Fluxo_NE-SE,14,17-00,3559.4,-1075.0
Fluxo_NE-SE,14,17-30,3826.7,-1024.4
Fluxo_NE-SE,14,18-00,3741.6,-1044.3
Fluxo_NE-SE,14,18-30,4439.6,-1172.5
Fluxo_NE-SE,14,19-00,4790.7,-1006.3
Fluxo_NE-SE,14,19-30,5166.1,-1074.8
Fluxo_NE-SE,14,20-00,5242.9,-1047.2
Fluxo_NE-SE,14,20-30,4724.2,-1091.5
Fluxo_NE-SE,14,21-00,5607.7,-939.8
Fluxo_NE-SE,14,21-30,4783.0,-1103.8
Fluxo_NE-SE,14,22-00,5444.8,-1612.4
Fluxo_NE-SE,14,22-30,4800.3,-1594.8
Fluxo_NE-SE,14,23-00,3971.7,-1472.2
Fluxo_NE-SE,14,23-30,3713.2000000000003,-1455.8
Fluxo_NE-SE,15,00-00,3856.8,-1512.3
Fluxo_NE-SE,15,00-30,3636.5,-1555.0
Fluxo_NE-SE,15,01-00,3395.9,-1645.0
Fluxo_NE-SE,15,01-30,3307.7999999999997,-1535.5
Fluxo_NE-SE,15,02-00,3057.0,-1553.0
Fluxo_NE-SE,15,02-30,2955.3999999999996,-1662.6
Fluxo_NE-SE,15,03-00,3036.7,-1570.5
Fluxo_NE-SE,15,03-30,3255.9,-1571.8
Fluxo_NE-SE,15,04-00,2937.9,-1566.8
Fluxo_NE-SE,15,04-30,3379.8,-1618.3
Fluxo_NE-SE,15,05-00,3565.5,-1555.8
Fluxo_NE-SE,15,05-30,3932.5,-1256.9
Fluxo_NE-SE,15,06-00,4563.5,-1169.3999999999999
Fluxo_NE-SE,15,06-30,5263.8,-1201.9
Fluxo_NE-SE,15,07-00,5441.099999999999,-1052.9
Fluxo_NE-SE,15,07-30,5502.2,-1173.4
Fluxo_NE-SE,15,08-00,5340.0,-911.3
Fluxo_NE-SE,15,08-30,5342.3,239.9000000000001
Fluxo_NE-SE,15,09-00,5617.8,-829.9
Fluxo_NE-SE,15,09-30,5525.0,-849.9000000000001
Fluxo_NE-SE,15,10-00,5310.5,-929.7
Fluxo_NE-SE,15,10-30,5661.5,-1066.1
Fluxo_NE-SE,15,11-00,5708.1,-800.5
Fluxo_NE-SE,15,11-30,5772.4,-775.5
Fluxo_NE-SE,15,12-00,5639.7,-906.6
Fluxo_NE-SE,15,12-30,5455.6,-943.6
Fluxo_NE-SE,15,13-00,5157.4,-903.5
Fluxo_NE-SE,15,13-30,4529.7,-916.2
Fluxo_NE-SE,15,14-00,4580.7,-956.9
Fluxo_NE-SE,15,14-30,4645.6,-975.6999999999999
Fluxo_NE-SE,15,15-00,4974.700000000001,-939.2
Fluxo_NE-SE,15,15-30,4923.7,-943.9
Fluxo_NE-SE,15,16-00,5115.3,-1014.2
Fluxo_NE-SE,15,16-30,4499.2,-974.1
Fluxo_NE-SE,15,17-00,4040.5,-1022.1
Fluxo_NE-SE,15,17-30,4488.8,-1024.2
Fluxo_NE-SE,15,18-00,4718.8,-1003.8
Fluxo_NE-SE,15,18-30,4701.1,-1160.0
Fluxo_NE-SE,15,19-00,5018.2,-1120.3
Fluxo_NE-SE,15,19-30,6027.5,-1055.2
Fluxo_NE-SE,15,20-00,5980.3,-979.7
Fluxo_NE-SE,15,20-30,5036.3,-846.2
Fluxo_NE-SE,15,21-00,4420.9,-1031.6000000000001
Fluxo_NE-SE,15,21-30,4453.0,-933.9000000000001
