,Dia,Hora,MW:From-To,Mvar:From-To
Fluxo_N-S,25,14-30,2003.3,-404.9
Fluxo_N-S,25,15-00,1537.5,-483.3
Fluxo_N-S,25,15-30,1178.8,-455.1
Fluxo_N-S,25,16-00,1150.1,-486.9
Fluxo_N-S,25,16-30,1081.7,-414.9
Fluxo_N-S,25,17-00,1166.4,-445.0
Fluxo_N-S,25,17-30,1801.6999999999998,-449.2
Fluxo_N-S,25,18-00,436.9,-517.9
Fluxo_N-S,25,18-30,-706.5999999999999,-424.3
Fluxo_N-S,25,19-00,40.4,-512.0
Fluxo_N-S,25,19-30,685.1999999999999,-451.90000000000003
Fluxo_N-S,25,20-00,1686.3000000000002,-414.5
Fluxo_N-S,25,20-30,1817.3000000000002,-429.90000000000003
Fluxo_N-S,25,21-00,1244.4,-559.6
Fluxo_N-S,25,21-30,1454.5,-487.2
Fluxo_N-S,25,22-00,1857.5,-470.4
Fluxo_N-S,25,22-30,2124.0,-444.5
Fluxo_N-S,25,23-00,2045.6,-439.09999999999997
Fluxo_N-S,25,23-30,2053.4,-446.9
Fluxo_N-S,26,00-00,2214.7,-339.6
Fluxo_N-S,26,00-30,2049.7,-495.5
Fluxo_N-S,26,01-00,2044.3000000000002,-436.5
Fluxo_N-S,26,01-30,2052.7,-467.79999999999995
Fluxo_N-S,26,02-00,1933.9,-455.6
Fluxo_N-S,26,02-30,1749.2,-403.6
Fluxo_N-S,26,03-00,1764.0,-447.6
Fluxo_N-S,26,03-30,1857.0,-439.7
Fluxo_N-S,26,04-00,1949.3,-448.3
Fluxo_N-S,26,04-30,2015.0,-441.3
Fluxo_N-S,26,05-00,2023.3,-403.6
Fluxo_N-S,26,05-30,2008.1,-426.70000000000005
Fluxo_N-S,26,06-00,1875.6,-450.5
Fluxo_N-S,26,06-30,1471.0,-462.4
Fluxo_N-S,26,07-00,-900.3,-411.0
Fluxo_N-S,26,07-30,-642.1,-455.6
Fluxo_N-S,26,08-00,-563.4,-480.29999999999995
Fluxo_N-S,26,08-30,-559.0,-519.6
Fluxo_N-S,26,09-00,-527.9000000000001,-420.1
Fluxo_N-S,26,09-30,-441.5,-471.6
Fluxo_N-S,26,10-00,-553.8,-437.20000000000005
Fluxo_N-S,26,10-30,-473.2,-451.59999999999997
Fluxo_N-S,26,11-00,-347.6,-472.0
Fluxo_N-S,26,11-30,-423.5,-457.9
Fluxo_N-S,26,12-00,-386.4,-511.1
Fluxo_N-S,26,12-30,-403.1,-468.79999999999995
Fluxo_N-S,26,13-00,-71.69999999999999,-485.4
Fluxo_N-S,26,13-30,1040.6,-537.6
Fluxo_N-S,26,14-00,1248.4,-570.3
Fluxo_N-S,26,14-30,1258.1,-560.0
Fluxo_N-S,26,15-00,1012.9000000000001,-590.3
Fluxo_N-S,26,15-30,1074.8,-575.5999999999999
Fluxo_N-S,26,16-00,1359.8,-483.0
Fluxo_N-S,26,16-30,1287.4,-505.4
Fluxo_N-S,26,17-00,1920.4,-438.0
Fluxo_N-S,26,17-30,2059.0,-416.1
Fluxo_N-S,26,18-00,-782.6,-439.2
Fluxo_N-S,26,18-30,-684.8,-417.5
Fluxo_N-S,26,19-00,-290.70000000000005,-468.5
Fluxo_N-S,26,19-30,574.8,-504.79999999999995
Fluxo_N-S,26,20-00,1504.5,-471.79999999999995
Fluxo_N-S,26,20-30,1594.4,-459.9
Fluxo_N-S,26,21-00,895.3,-576.5999999999999
Fluxo_N-S,26,21-30,1341.0,-479.1
Fluxo_N-S,26,22-00,1659.1,-464.70000000000005
Fluxo_N-S,26,22-30,2116.0,-449.4
Fluxo_N-S,26,23-00,1905.6,-500.6
Fluxo_N-S,26,23-30,1961.1,-427.9
Fluxo_N-S,27,00-00,2090.3,-423.2
Fluxo_N-S,27,00-30,1757.7,-442.9
Fluxo_N-S,27,01-00,1834.3,-414.2
Fluxo_N-S,27,01-30,1809.2,-431.70000000000005
Fluxo_N-S,27,02-00,1827.4,-411.4
Fluxo_N-S,27,02-30,1839.6,-437.7
Fluxo_N-S,27,03-00,1856.2,-439.0
Fluxo_N-S,27,03-30,1860.8,-463.7
Fluxo_N-S,27,04-00,1766.6,-471.8
Fluxo_N-S,27,04-30,1842.2,-443.59999999999997
Fluxo_N-S,27,05-00,1852.3,-449.1
Fluxo_N-S,27,05-30,1818.0,-443.4
Fluxo_N-S,27,06-00,1523.4,-464.79999999999995
Fluxo_N-S,27,06-30,309.2,-665.8
Fluxo_N-S,27,07-00,487.6,-614.2
Fluxo_N-S,27,07-30,-281.8,-497.0
Fluxo_N-S,27,08-00,-452.0,-435.20000000000005
Fluxo_N-S,27,08-30,-438.6,-473.4
Fluxo_N-S,27,09-00,-444.59999999999997,-477.7
Fluxo_N-S,27,09-30,-350.79999999999995,-464.6
Fluxo_N-S,27,10-00,-483.6,-429.5
Fluxo_N-S,27,10-30,-515.5,-480.4
Fluxo_N-S,27,11-00,-444.4,-499.8
Fluxo_N-S,27,11-30,865.0,-618.6
Fluxo_N-S,27,12-00,1038.5,-595.7
Fluxo_N-S,27,12-30,1247.4,-554.2
Fluxo_N-S,27,13-00,1321.9,-572.9
Fluxo_N-S,27,13-30,1663.4,-441.4
Fluxo_N-S,27,14-00,1422.0,-464.4
Fluxo_N-S,27,14-30,1096.2,-543.0999999999999
Fluxo_N-S,27,15-00,1366.3,-465.4
Fluxo_N-S,27,15-30,1390.2,-428.0
Fluxo_N-S,27,16-00,1358.9,-486.5
Fluxo_N-S,27,16-30,1388.0,-466.8
Fluxo_N-S,27,17-00,1230.6,-455.8
Fluxo_N-S,27,17-30,459.1,-512.3
Fluxo_N-S,27,18-00,-938.2,-419.4
Fluxo_N-S,27,18-30,-814.5,-381.6
Fluxo_N-S,27,19-00,-713.0999999999999,-460.9
Fluxo_N-S,27,19-30,-429.70000000000005,-496.70000000000005
Fluxo_N-S,27,20-00,1554.0,-386.4
Fluxo_N-S,27,20-30,1451.3,-420.20000000000005
Fluxo_N-S,27,21-00,319.5,-656.1999999999999
Fluxo_N-S,27,21-30,602.5,-575.8
Fluxo_N-S,27,22-00,1275.9,-475.0
Fluxo_N-S,27,22-30,2091.8,-435.9
Fluxo_N-S,27,23-00,2096.0,-444.3
Fluxo_N-S,27,23-30,1977.4,-440.1
Fluxo_N-S,28,00-00,2047.1,-438.7
Fluxo_N-S,28,00-30,2118.7,-469.0
Fluxo_N-S,28,01-00,2068.2,-428.4
Fluxo_N-S,28,01-30,1861.1999999999998,-407.0
Fluxo_N-S,28,02-00,1661.1,-455.6
Fluxo_N-S,28,02-30,1556.1,-467.4
Fluxo_N-S,28,03-00,1610.6,-449.3
Fluxo_N-S,28,03-30,1650.1,-447.4
Fluxo_N-S,28,04-00,1670.8000000000002,-405.4
Fluxo_N-S,28,04-30,1715.9,-454.7
Fluxo_N-S,28,05-00,1827.7,-423.59999999999997
Fluxo_N-S,28,05-30,1830.9,-396.5
Fluxo_N-S,28,06-00,2125.8,-435.09999999999997
Fluxo_N-S,28,06-30,2288.3,-434.5
Fluxo_N-S,28,07-00,2123.4,-392.90000000000003
Fluxo_N-S,28,07-30,2108.2,-420.3
Fluxo_N-S,28,08-00,2456.6,-480.1
Fluxo_N-S,28,08-30,2595.8,-398.20000000000005
Fluxo_N-S,28,09-00,2704.3,-404.4
Fluxo_N-S,28,09-30,2647.6000000000004,-399.1
Fluxo_N-S,28,10-00,2571.6,-406.1
Fluxo_N-S,28,10-30,2585.9,-412.70000000000005
Fluxo_N-S,28,11-00,2406.7,-427.5
Fluxo_N-S,28,11-30,2431.9,-467.79999999999995
Fluxo_N-S,28,12-00,2130.1,-465.0
Fluxo_N-S,28,12-30,1985.1999999999998,-482.4
Fluxo_N-S,28,13-00,1506.3,-533.1
Fluxo_N-S,28,13-30,741.4,-523.5
Fluxo_N-S,28,14-00,933.5,-548.9
Fluxo_N-S,28,14-30,1076.5,-487.3
Fluxo_N-S,28,15-00,1187.3,-571.3
Fluxo_N-S,28,15-30,1372.6,-472.79999999999995
Fluxo_N-S,28,16-00,1281.0,-468.9
Fluxo_N-S,28,16-30,-419.1,-500.1
Fluxo_N-S,28,17-00,-551.5999999999999,-484.29999999999995
Fluxo_N-S,28,17-30,-416.1,-463.70000000000005
Fluxo_N-S,28,18-00,-1028.1999999999998,-451.5
Fluxo_N-S,28,18-30,-938.1,-414.1
Fluxo_N-S,28,19-00,-873.0999999999999,-450.2
Fluxo_N-S,28,19-30,1809.0,-485.9
Fluxo_N-S,28,20-00,2005.7,-360.5
Fluxo_N-S,28,20-30,1672.7,-527.3
Fluxo_N-S,28,21-00,292.9,-592.7
Fluxo_N-S,28,21-30,485.1,-635.8
Fluxo_N-S,28,22-00,1047.4,-600.6
Fluxo_N-S,28,22-30,1833.6,-449.6
Fluxo_N-S,28,23-00,2090.0,-433.4
Fluxo_N-S,28,23-30,1989.4,-458.1
Fluxo_N-S,29,00-00,2331.1,-370.1
Fluxo_N-S,29,00-30,2009.0,-465.6
Fluxo_N-S,29,01-00,1944.6,-400.4
Fluxo_N-S,29,01-30,1754.1,-415.5
Fluxo_N-S,29,02-00,1468.0,-399.0
Fluxo_N-S,29,02-30,1355.5,-417.40000000000003
Fluxo_N-S,29,03-00,1325.3,-412.9
Fluxo_N-S,29,03-30,1307.4,-439.2
Fluxo_N-S,29,04-00,1324.7,-397.6
Fluxo_N-S,29,04-30,1347.7,-373.0
Fluxo_N-S,29,05-00,1470.1,-422.9
Fluxo_N-S,29,05-30,1608.5,-422.2
Fluxo_N-S,29,06-00,1889.3,-388.7
Fluxo_N-S,29,06-30,2158.1,-416.1
Fluxo_N-S,29,07-00,2317.0,-402.4
Fluxo_N-S,29,07-30,2392.9,-381.0
Fluxo_N-S,29,08-00,2600.7,-432.1
Fluxo_N-S,29,08-30,2513.4,-393.3
Fluxo_N-S,29,09-00,2475.2,-418.79999999999995
Fluxo_N-S,29,09-30,2353.1,-408.5
Fluxo_N-S,29,10-00,2369.3,-429.90000000000003
Fluxo_N-S,29,10-30,2448.2,-404.0
Fluxo_N-S,29,11-00,2293.5,-390.0
Fluxo_N-S,29,11-30,2461.4,-392.2
Fluxo_N-S,29,12-00,2411.2,-395.79999999999995
Fluxo_N-S,29,12-30,2431.3,-381.6
Fluxo_N-S,29,13-00,1778.0,-462.29999999999995
Fluxo_N-S,29,13-30,1427.7,-506.6
Fluxo_N-S,29,14-00,684.5,-551.0
Fluxo_N-S,29,14-30,-944.5,-440.4
Fluxo_N-S,29,15-00,1559.0,-421.6
Fluxo_N-S,29,15-30,2243.1,-407.90000000000003
Fluxo_N-S,29,16-00,2062.8,-404.1
Fluxo_N-S,29,16-30,600.7,-458.4
Fluxo_N-S,29,17-00,733.1,-498.8
Fluxo_N-S,29,17-30,1910.1,-481.4
Fluxo_N-S,29,18-00,9.0,-528.1
Fluxo_N-S,29,18-30,2012.2,-437.8
Fluxo_N-S,29,19-00,1783.3000000000002,-498.2
Fluxo_N-S,29,19-30,1506.6999999999998,-515.4
Fluxo_N-S,29,20-00,1760.3000000000002,-466.09999999999997
Fluxo_N-S,29,20-30,1913.1,-352.6
Fluxo_N-S,29,21-00,-391.3,-521.0
Fluxo_N-S,29,21-30,-13.100000000000009,-535.0
Fluxo_N-S,29,22-00,47.900000000000006,-545.8
Fluxo_N-S,29,22-30,216.3,-567.4
Fluxo_N-S,29,23-00,428.9,-538.5
Fluxo_N-S,29,23-30,568.8,-519.4000000000001
Fluxo_SUL-SECO,02,00-00,1217.3000000000002,-1164.3999999999999
Fluxo_SUL-SECO,02,00-30,1345.0,-1208.5
Fluxo_SUL-SECO,02,01-00,1553.5,-1139.3
Fluxo_SUL-SECO,02,01-30,1805.4,-1106.1
Fluxo_SUL-SECO,02,02-00,1903.7,-1256.5
Fluxo_SUL-SECO,02,02-30,1847.2,-1316.8
Fluxo_SUL-SECO,02,03-00,2250.3,-1117.5
Fluxo_SUL-SECO,02,03-30,2289.5,-865.3
Fluxo_SUL-SECO,02,04-00,2266.9,-973.8
Fluxo_SUL-SECO,02,04-30,2201.6,-882.5000000000001
Fluxo_SUL-SECO,02,05-00,2116.7000000000003,-992.6999999999999
Fluxo_SUL-SECO,02,05-30,2045.0,-1293.8999999999999
Fluxo_SUL-SECO,02,06-00,1760.3,-1057.4
Fluxo_SUL-SECO,02,06-30,2356.3999999999996,-927.0
Fluxo_SUL-SECO,02,07-00,2208.7999999999997,-792.3
Fluxo_SUL-SECO,02,07-30,1987.7,-978.6
Fluxo_SUL-SECO,02,08-00,1725.2,-1190.8
Fluxo_SUL-SECO,02,08-30,1631.5,-1064.5
Fluxo_SUL-SECO,02,09-00,1548.7,-1063.5
Fluxo_SUL-SECO,02,09-30,1519.0,-1062.8999999999999
Fluxo_SUL-SECO,02,10-00,1478.8999999999999,-1070.7
Fluxo_SUL-SECO,02,10-30,1462.2,-1055.7
Fluxo_SUL-SECO,02,11-00,1629.8,-1127.9
Fluxo_SUL-SECO,02,11-30,1734.5,-1127.0
Fluxo_SUL-SECO,02,12-00,2285.4,-1033.9
Fluxo_SUL-SECO,02,12-30,2227.1,-1088.7
Fluxo_SUL-SECO,02,13-00,1742.5000000000002,-1246.9
Fluxo_SUL-SECO,02,13-30,1969.0,-1156.0
Fluxo_SUL-SECO,02,14-00,2808.6,-1108.5
Fluxo_SUL-SECO,02,14-30,2929.2000000000003,-996.1
Fluxo_SUL-SECO,02,15-00,2141.4,-1085.7
Fluxo_SUL-SECO,02,15-30,1902.1,-1059.8
Fluxo_SUL-SECO,02,16-00,1761.0,-1083.3
Fluxo_SUL-SECO,02,16-30,2022.6,-1012.5
Fluxo_SUL-SECO,02,17-00,998.2,-1315.4
Fluxo_SUL-SECO,02,17-30,1680.1,-1294.8
Fluxo_SUL-SECO,02,18-00,1453.3999999999999,-1348.6
Fluxo_SUL-SECO,02,18-30,1177.2,-1320.0
Fluxo_SUL-SECO,02,19-00,980.0000000000001,-1308.2
Fluxo_SUL-SECO,02,19-30,737.3000000000001,-1327.3999999999999
Fluxo_SUL-SECO,02,20-00,1225.8999999999999,-1334.0
Fluxo_SUL-SECO,02,20-30,1505.6999999999998,-1333.0
Fluxo_SUL-SECO,02,21-00,1448.8,-1302.6000000000001
Fluxo_SUL-SECO,02,21-30,1325.4,-1325.2
Fluxo_SUL-SECO,02,22-00,1517.8,-1315.3
Fluxo_SUL-SECO,02,22-30,1301.4,-1169.4
Fluxo_SUL-SECO,02,23-00,1595.0,-1183.8
Fluxo_SUL-SECO,02,23-30,1344.2,-1136.1000000000001
Fluxo_SUL-SECO,03,00-00,3404.7,-1048.0
Fluxo_SUL-SECO,03,00-30,3077.8,-1042.5
Fluxo_SUL-SECO,03,01-00,2884.7,-1192.5
Fluxo_SUL-SECO,03,01-30,2294.6,-1257.5
Fluxo_SUL-SECO,03,02-00,2194.8,-1222.7
Fluxo_SUL-SECO,03,02-30,1544.6999999999998,-1211.3
Fluxo_SUL-SECO,03,03-00,1424.9,-1191.6
Fluxo_SUL-SECO,03,03-30,1474.1,-1319.5
Fluxo_SUL-SECO,03,04-00,1429.7,-1340.7
Fluxo_SUL-SECO,03,04-30,1440.2,-1379.5
Fluxo_SUL-SECO,03,05-00,1335.3,-1284.0
Fluxo_SUL-SECO,03,05-30,1230.5,-1309.0
Fluxo_SUL-SECO,03,06-00,1193.8999999999999,-1347.6
Fluxo_SUL-SECO,03,06-30,946.6999999999999,-1042.2
Fluxo_SUL-SECO,03,07-00,191.70000000000005,-984.1999999999999
Fluxo_SUL-SECO,03,07-30,52.39999999999992,-1041.6000000000001
Fluxo_SUL-SECO,03,08-00,10.19999999999996,-1058.2
Fluxo_SUL-SECO,03,08-30,-124.10000000000005,-1194.7
Fluxo_SUL-SECO,03,09-00,-152.4000000000001,-1093.4
Fluxo_SUL-SECO,03,09-30,-377.90000000000003,-1094.2
Fluxo_SUL-SECO,03,10-00,-398.6,-1142.5
Fluxo_SUL-SECO,03,10-30,-580.7,-1218.0
Fluxo_SUL-SECO,03,11-00,-514.8000000000001,-1213.3
Fluxo_SUL-SECO,03,11-30,-502.2,-1318.1999999999998
Fluxo_SUL-SECO,03,12-00,858.5,-1153.1
Fluxo_SUL-SECO,03,12-30,814.5000000000001,-1156.2
Fluxo_SUL-SECO,03,13-00,778.8999999999999,-1467.3
Fluxo_SUL-SECO,03,13-30,787.0,-1388.6
Fluxo_SUL-SECO,03,14-00,768.8000000000001,-1410.8
Fluxo_SUL-SECO,03,14-30,926.0000000000001,-1507.0
Fluxo_SUL-SECO,03,15-00,852.0,-1489.3
Fluxo_SUL-SECO,03,15-30,824.1,-1454.4
Fluxo_SUL-SECO,03,16-00,1118.8,-1331.8
Fluxo_SUL-SECO,03,16-30,1092.7,-1338.0
Fluxo_SUL-SECO,03,17-00,1481.5,-1227.1
Fluxo_SUL-SECO,03,17-30,1233.5,-1347.5
Fluxo_SUL-SECO,03,18-00,2411.4,-1287.4
Fluxo_SUL-SECO,03,18-30,2497.6,-1268.2
Fluxo_SUL-SECO,03,19-00,2326.6,-1267.3
Fluxo_SUL-SECO,03,19-30,1932.7,-1267.1
Fluxo_SUL-SECO,03,20-00,1364.0,-1319.5
Fluxo_SUL-SECO,03,20-30,1024.3,-1333.2
Fluxo_SUL-SECO,03,21-00,2766.6,-1248.6
Fluxo_SUL-SECO,03,21-30,2531.3,-1253.3
Fluxo_SUL-SECO,03,22-00,2094.7000000000003,-1228.3
Fluxo_SUL-SECO,03,22-30,1846.4,-1182.0
Fluxo_SUL-SECO,03,23-00,975.5999999999999,-1170.4
Fluxo_SUL-SECO,03,23-30,720.8000000000001,-1252.8
Fluxo_SUL-SECO,04,00-00,3118.7,-928.9
Fluxo_SUL-SECO,04,00-30,2947.9,-726.0
Fluxo_SUL-SECO,04,01-00,2706.3,-804.1
Fluxo_SUL-SECO,04,01-30,2629.2999999999997,-862.7
Fluxo_SUL-SECO,04,02-00,2628.6,-852.9
Fluxo_SUL-SECO,04,02-30,2312.9,-716.3
Fluxo_SUL-SECO,04,03-00,2047.6,-959.0
Fluxo_SUL-SECO,04,03-30,1867.8,-802.1
Fluxo_SUL-SECO,04,04-00,1689.3,-947.3000000000001
Fluxo_SUL-SECO,04,04-30,1722.3999999999999,-951.3
Fluxo_SUL-SECO,04,05-00,1962.1,-852.9000000000001
Fluxo_SUL-SECO,04,05-30,1886.1000000000001,-890.5
Fluxo_SUL-SECO,04,06-00,1741.8,-1009.8000000000001
Fluxo_SUL-SECO,04,06-30,1200.1000000000001,-958.1
Fluxo_SUL-SECO,04,07-00,839.0000000000001,-982.0
Fluxo_SUL-SECO,04,07-30,1117.0,-967.4
Fluxo_SUL-SECO,04,08-00,830.1,-1182.8999999999999
Fluxo_SUL-SECO,04,08-30,613.1,-1269.2
Fluxo_SUL-SECO,04,09-00,739.8,-1308.7
Fluxo_SUL-SECO,04,09-30,1236.0,-1268.4
Fluxo_SUL-SECO,04,10-00,878.5000000000001,-1276.9
Fluxo_SUL-SECO,04,10-30,1350.9,-1250.7
Fluxo_SUL-SECO,04,11-00,1226.0,-1382.5
Fluxo_SUL-SECO,04,11-30,1121.3,-1285.9
Fluxo_SUL-SECO,04,12-00,1199.9,-1307.2
Fluxo_SUL-SECO,04,12-30,1403.8,-1329.7
Fluxo_SUL-SECO,04,13-00,1717.5,-1325.5
Fluxo_SUL-SECO,04,13-30,1839.8,-1287.6
Fluxo_SUL-SECO,04,14-00,1989.9,-1283.0
Fluxo_SUL-SECO,04,14-30,3894.6,-1088.5
Fluxo_SUL-SECO,04,15-00,3759.2,-1137.9
Fluxo_SUL-SECO,04,15-30,4204.6,-1024.2
Fluxo_SUL-SECO,04,16-00,3044.6,-1241.1000000000001
Fluxo_SUL-SECO,04,16-30,2268.0,-1235.8999999999999
Fluxo_SUL-SECO,04,17-00,1887.1,-1261.8
Fluxo_SUL-SECO,04,17-30,2097.7,-1257.0
Fluxo_SUL-SECO,04,18-00,2341.9,-1286.0
Fluxo_SUL-SECO,04,18-30,1702.6,-1224.8999999999999
Fluxo_SUL-SECO,04,19-00,1783.0,-1433.9
Fluxo_SUL-SECO,04,19-30,1976.1000000000001,-1334.4
Fluxo_SUL-SECO,04,20-00,2181.7,-1324.7
Fluxo_SUL-SECO,04,20-30,2218.1,-1276.6000000000001
Fluxo_SUL-SECO,04,21-00,2315.7,-1131.3
Fluxo_SUL-SECO,04,21-30,2253.0,-1239.3
Fluxo_SUL-SECO,04,22-00,2167.2,-1149.5
Fluxo_SUL-SECO,04,22-30,2358.8,-1112.4
Fluxo_SUL-SECO,04,23-00,1919.8,-1229.3999999999999
Fluxo_SUL-SECO,04,23-30,2198.4,-1306.6
Fluxo_SUL-SECO,05,00-00,1864.1999999999998,-1230.8
Fluxo_SUL-SECO,05,00-30,1027.9,-1186.1000000000001
Fluxo_SUL-SECO,05,01-00,1847.6,-1124.4
Fluxo_SUL-SECO,05,01-30,1760.8,-821.4
Fluxo_SUL-SECO,05,02-00,1884.8999999999999,-880.8000000000001
Fluxo_SUL-SECO,05,02-30,1457.2,-864.2
Fluxo_SUL-SECO,05,03-00,1749.8,-935.1999999999999
Fluxo_SUL-SECO,05,03-30,1726.4,-908.6999999999999
Fluxo_SUL-SECO,05,04-00,1908.9,-886.5999999999999
Fluxo_SUL-SECO,05,04-30,1928.0,-913.3
Fluxo_SUL-SECO,05,05-00,1672.5,-1084.9
Fluxo_SUL-SECO,05,05-30,925.1999999999999,-1175.3
Fluxo_SUL-SECO,05,06-00,562.0,-1142.8999999999999
Fluxo_SUL-SECO,05,06-30,718.5,-1189.3
Fluxo_SUL-SECO,05,07-00,642.8000000000002,-1137.6000000000001
Fluxo_SUL-SECO,05,07-30,337.1,-1252.8
Fluxo_SUL-SECO,05,08-00,392.20000000000005,-1236.1999999999998
Fluxo_SUL-SECO,05,08-30,202.89999999999998,-1336.3999999999999
Fluxo_SUL-SECO,05,09-00,93.30000000000003,-1544.8
Fluxo_SUL-SECO,05,09-30,410.8999999999999,-1473.4
Fluxo_SUL-SECO,05,10-00,78.89999999999992,-1430.7
Fluxo_SUL-SECO,05,10-30,246.99999999999997,-1269.1999999999998
Fluxo_SUL-SECO,05,11-00,325.6999999999999,-1284.5
Fluxo_SUL-SECO,05,11-30,568.7,-1271.1
Fluxo_SUL-SECO,05,12-00,265.20000000000005,-1265.2
Fluxo_SUL-SECO,05,12-30,261.2,-1326.2
Fluxo_SUL-SECO,05,13-00,598.3,-1313.4
Fluxo_SUL-SECO,05,13-30,1214.6,-1314.1
Fluxo_SUL-SECO,05,14-00,1504.9,-1320.7
Fluxo_SUL-SECO,05,14-30,1822.6000000000001,-1305.8
Fluxo_SUL-SECO,05,15-00,1998.6,-1278.7
Fluxo_SUL-SECO,05,15-30,2021.8000000000002,-1457.3999999999999
Fluxo_SUL-SECO,05,16-00,2267.6,-1243.7
Fluxo_SUL-SECO,05,16-30,2280.0,-1265.0
Fluxo_SUL-SECO,05,17-00,1972.8000000000002,-1260.2
Fluxo_SUL-SECO,05,17-30,2222.7,-1173.1000000000001
Fluxo_SUL-SECO,05,18-00,2284.4,-1455.6
Fluxo_SUL-SECO,05,18-30,1699.3999999999999,-1210.1000000000001
Fluxo_SUL-SECO,05,19-00,1447.5,-1262.9
Fluxo_SUL-SECO,05,19-30,1812.6,-1436.1
Fluxo_SUL-SECO,05,20-00,2045.3,-1527.8
Fluxo_SUL-SECO,05,20-30,2418.1,-1547.0
Fluxo_SUL-SECO,05,21-00,2539.0,-1279.0
Fluxo_SUL-SECO,05,21-30,2680.1,-1227.9
Fluxo_SUL-SECO,05,22-00,3032.8,-1240.3999999999999
Fluxo_SUL-SECO,05,22-30,3004.0,-1265.5
Fluxo_SUL-SECO,05,23-00,2043.4,-1326.7
Fluxo_SUL-SECO,05,23-30,1407.2,-1311.6000000000001
Fluxo_SUL-SECO,06,00-00,1020.6999999999999,-1231.8
Fluxo_SUL-SECO,06,00-30,821.2,-1203.5
Fluxo_SUL-SECO,06,01-00,662.5,-1115.1
Fluxo_SUL-SECO,06,01-30,829.4,-1281.6
Fluxo_SUL-SECO,06,02-00,640.8000000000001,-1313.5
Fluxo_SUL-SECO,06,02-30,638.3000000000001,-1403.1000000000001
Fluxo_SUL-SECO,06,03-00,640.7,-1349.5
Fluxo_SUL-SECO,06,03-30,632.6999999999999,-1394.2
Fluxo_SUL-SECO,06,04-00,666.4000000000001,-1400.3999999999999
Fluxo_SUL-SECO,06,04-30,653.5999999999999,-1380.3
Fluxo_SUL-SECO,06,05-00,4558.6,-951.0
Fluxo_SUL-SECO,06,05-30,4209.6,-650.6
Fluxo_SUL-SECO,06,06-00,3876.9,-475.79999999999995
Fluxo_SUL-SECO,06,06-30,3463.9,-527.3000000000001
Fluxo_SUL-SECO,06,07-00,2888.4,-946.9000000000001
Fluxo_SUL-SECO,06,07-30,2378.2,-964.4
Fluxo_SUL-SECO,06,08-00,2714.9,-900.4
Fluxo_SUL-SECO,06,08-30,2735.5,-888.6
Fluxo_SUL-SECO,06,09-00,3172.2999999999997,-832.1
Fluxo_SUL-SECO,06,09-30,3093.0,-774.9000000000001
Fluxo_SUL-SECO,06,10-00,590.7000000000002,-1279.4
Fluxo_SUL-SECO,06,10-30,617.2,-1277.0
Fluxo_SUL-SECO,06,11-00,679.6,-1233.5
Fluxo_SUL-SECO,06,11-30,547.6999999999999,-1277.5
Fluxo_SUL-SECO,06,12-00,623.5,-1410.3999999999999
Fluxo_SUL-SECO,06,12-30,650.6,-1425.1
Fluxo_SUL-SECO,06,13-00,559.0,-1289.6
Fluxo_SUL-SECO,06,13-30,519.1,-1239.0
Fluxo_SUL-SECO,06,14-00,489.0,-1255.5
Fluxo_SUL-SECO,06,14-30,592.5,-1222.8
Fluxo_SUL-SECO,06,15-00,749.0000000000001,-1285.9
Fluxo_SUL-SECO,06,15-30,846.8,-1238.9
Fluxo_SUL-SECO,06,16-00,1137.7999999999997,-1255.1000000000001
Fluxo_SUL-SECO,06,16-30,1453.7,-1256.3
Fluxo_SUL-SECO,06,17-00,1280.7,-1207.6000000000001
Fluxo_SUL-SECO,06,17-30,1607.2,-1510.2
Fluxo_SUL-SECO,06,18-00,1668.8,-1231.7
Fluxo_SUL-SECO,06,18-30,1401.1000000000001,-1250.7
Fluxo_SUL-SECO,06,19-00,966.7,-1234.0
Fluxo_SUL-SECO,06,19-30,977.0,-1241.5
Fluxo_SUL-SECO,06,20-00,1078.0,-1502.4
Fluxo_SUL-SECO,06,20-30,1977.8,-1530.7
Fluxo_SUL-SECO,06,21-00,1473.8,-1301.0
Fluxo_SUL-SECO,06,21-30,1118.3,-1284.1
Fluxo_SUL-SECO,06,22-00,1586.5,-1353.2
Fluxo_SUL-SECO,06,22-30,1841.1000000000001,-1339.7
Fluxo_SUL-SECO,06,23-00,1015.6999999999999,-1361.2
Fluxo_SUL-SECO,06,23-30,1153.0,-1361.3999999999999
Fluxo_SUL-SECO,07,00-00,1709.1000000000001,-998.3000000000001
Fluxo_SUL-SECO,07,00-30,1350.3999999999999,-1317.7
Fluxo_SUL-SECO,07,01-00,1342.6,-1276.0
Fluxo_SUL-SECO,07,01-30,1425.1999999999998,-1239.7
Fluxo_SUL-SECO,07,02-00,1247.2,-1366.6000000000001
Fluxo_SUL-SECO,07,02-30,854.0999999999999,-1208.2
Fluxo_SUL-SECO,07,03-00,932.2,-1397.1000000000001
Fluxo_SUL-SECO,07,03-30,994.2,-1505.2
Fluxo_SUL-SECO,07,04-00,1138.6,-1380.9
Fluxo_SUL-SECO,07,04-30,1065.8000000000002,-1438.8
Fluxo_SUL-SECO,07,05-00,810.4,-1240.8
Fluxo_SUL-SECO,07,05-30,420.0,-1378.3
Fluxo_SUL-SECO,07,06-00,347.29999999999995,-1189.1000000000001
